RazaoSocial;Municipio;UF;DescNaturezaJuridica;DataAbertura;IdadeEmp;PorteEmpresa;DS_ITCP_TP_MATERIAL_SERVICO;ANO_EMPENHO;VL_EMPENHADO
M.I. MONTREAL INFORMATICA S.A;BRASÍLIA;DF;Sociedade Anônima Fechada;10/03/2011;10;DEMAIS;Serviço;2018;5991651.12
M.I. MONTREAL INFORMATICA S.A;BRASÍLIA;DF;Sociedade Anônima Fechada;10/03/2011;10;DEMAIS;Serviço;2019;6120155.00
M.M.J. TRATORES E IMPLEMENTOS AGRICOLAS LTDA;CACHOEIRO DE ITAPEMIRIM;ES;Sociedade Empresária Limitada;16/08/1989;32;DEMAIS;Material;2019;0.00
M.S.C. TELECOMUNICACOES LTDA;DOURADOS;MS;Sociedade Empresária Limitada;23/01/2009;12;NÃO INFORMADO;Serviço;2020;16897.00
M.S.T. COMERCIO E SERVICOS DE TELEMATICA LTDA;CURITIBA;PR;Sociedade Empresária Limitada;10/08/1988;33;EMPRESA DE PEQUENO PORTE;Serviço;2020;861217.30
MABUYA TECH SOLUCOES EM TECNOLOGIA LTDA;RECIFE;PE;Sociedade Empresária Limitada;19/09/1995;26;NÃO INFORMADO;Serviço;2020;813697.18
MAC ID COMERCIO, SERVICOS E TECNOLOGIA DA INFORMATICA - EIRELI;NITERÓI;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);28/12/2009;12;DEMAIS;Serviço;2019;281704.64
MACON COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;29/10/2008;13;NÃO INFORMADO;Material;2019;10882.99
RR SOFTWARE E SOLUCOES EM TECNOLOGIA EIRELI;SÃO BERNARDO DO CAMPO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/04/2017;4;EMPRESA DE PEQUENO PORTE;Serviço;2020;210144.00
RR SOLUCOES PAPELARIA E ARTIGOS PARA ESCRITORIO LTDA;VIÇOSA;MG;Sociedade Empresária Limitada;15/10/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2019;1930.00
RRL CONSULTORIA EM GESTAO EMPRESARIAL EIRELI;PORTO ALEGRE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);14/02/2006;15;EMPRESA DE PEQUENO PORTE;Material;2018;3752.00
RS AUTO ADESIVOS EIRELI;GUARULHOS;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/01/1996;25;EMPRESA DE PEQUENO PORTE;Material;2018;1132.10
RS PACHECO ANDRADE & CIA LTDA;LONDRINA;PR;Sociedade Empresária Limitada;05/06/2002;19;NÃO INFORMADO;Material;2020;21499.50
RSMI DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS - EIRELI;CURITIBA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);13/07/2007;14;EMPRESA DE PEQUENO PORTE;Material;2020;5119.98
RST23 COMERCIO E SERVICOS EIRELI;NITERÓI;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/02/2019;2;NÃO INFORMADO;Material;2020;13190.45
RTHOMPSON TECNOLOGIA COMERCIO E SERVICOS DE INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/07/2005;16;EMPRESA DE PEQUENO PORTE;Material;2019;67612.00
RTT INFORMATICA E TELECOMUNICACOES LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;12/04/1988;33;EMPRESA DE PEQUENO PORTE;Serviço;2018;593406.59
RTT INFORMATICA E TELECOMUNICACOES LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;12/04/1988;33;EMPRESA DE PEQUENO PORTE;Serviço;2019;633780.92
RURALWEB TELECOMUNICACOES LTDA.;BELO HORIZONTE;MG;Sociedade Empresária Limitada;04/09/2003;18;DEMAIS;Serviço;2018;209720.00
RV SUL SERVICOS DE TELECOMUNICACOES LTDA;NONOAI;RS;Sociedade Empresária Limitada;09/03/2010;11;DEMAIS;Serviço;2019;600.00
RZ NET LTDA;CURVELO;MG;Sociedade Empresária Limitada;17/06/1998;23;NÃO INFORMADO;Serviço;2019;699.50
S & K INFORMATICA LTDA;MARINGÁ;PR;Sociedade Empresária Limitada;18/02/2000;21;NÃO INFORMADO;Material;2020;56313.34
S F SERVICO E COMERCIO LTDA;SÃO LUÍS;MA;Sociedade Empresária Limitada;10/11/2011;10;EMPRESA DE PEQUENO PORTE;Material;2018;1668.00
S G SOLUCOES TECNOLOGICAS LTDA;CURITIBA;PR;Sociedade Empresária Limitada;06/05/2016;5;NÃO INFORMADO;Serviço;2018;6240.00
S S V SERVICOS E COMERCIO VAREJISTA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);21/03/2019;2;EMPRESA DE PEQUENO PORTE;Material;2020;4180.00
S. C. SOLUCOES TECNOLOGICAS LTDA;BREVES;PA;Sociedade Empresária Limitada;21/05/2015;6;EMPRESA DE PEQUENO PORTE;Serviço;2019;5250.00
S.O.S NOBREAK COMERCIO EIRELI;PATOS DE MINAS;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);10/05/2018;3;EMPRESA DE PEQUENO PORTE;Material;2018;400.00
S.O.S SOLUCOES EM TECNOLOGIA LTDA;BLUMENAU;SC;Sociedade Empresária Limitada;06/11/2008;13;NÃO INFORMADO;Material;2019;1870.00
S.V.C. LASER COMERCIAL LTDA;RIBEIRÃO PRETO;SP;Sociedade Empresária Limitada;23/11/1993;28;DEMAIS;Material;2020;885.00
S3S TECNOLOGIA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);08/12/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;874848.67
S3S TECNOLOGIA EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);08/12/2008;13;EMPRESA DE PEQUENO PORTE;Material;2019;19008.77
SAEINFO INFORMATICA LTDA;CAMPO GRANDE;MS;Sociedade Empresária Limitada;11/08/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2019;6910.00
SAFE CERT CERTIFICACAO DIGITAL LTDA;MACHADO;MG;Sociedade Empresária Limitada;23/09/2013;8;NÃO INFORMADO;Serviço;2020;11778.18
SAFE-ID BRASIL CERTIFICACAO DIGITAL EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/08/2016;5;EMPRESA DE PEQUENO PORTE;Material;2018;185.00
SAFEPAR SEGURANCA DIGITAL EIRELI;CURITIBA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/04/2015;6;NÃO INFORMADO;Serviço;2019;570.00
SAFEWEB SEGURANCA DA INFORMACAO LTDA.;PORTO ALEGRE;RS;Sociedade Empresária Limitada;06/12/1996;25;DEMAIS;Serviço;2018;1650.00
SAFEWEB SEGURANCA DA INFORMACAO LTDA.;PORTO ALEGRE;RS;Sociedade Empresária Limitada;06/12/1996;25;DEMAIS;Serviço;2019;14330.50
SALBERT INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;04/03/2002;19;NÃO INFORMADO;Material;2018;20129.00
SALBERT INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;04/03/2002;19;NÃO INFORMADO;Material;2019;51400.00
SALVADOR CABOS COMERCIO LTDA;SALVADOR;BA;Sociedade Empresária Limitada;06/05/1997;24;EMPRESA DE PEQUENO PORTE;Material;2019;2062.70
SAM INFORMATICA E EQUIPAMENTOS EIRELI;DIVINÓPOLIS;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/08/2002;19;EMPRESA DE PEQUENO PORTE;Material;2018;234019.42
SAM INFORMATICA E EQUIPAMENTOS EIRELI;DIVINÓPOLIS;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/08/2002;19;EMPRESA DE PEQUENO PORTE;Material;2019;64025.90
SAMARA DINIZ ALEXANDRE;JUAZEIRO DO NORTE;CE;Empresário (Individual);28/06/2010;11;NÃO INFORMADO;Serviço;2018;1540.00
SAMUEL DE SOUZA TEIXEIRA JUNIOR 05589395623;BRASÍLIA;DF;Empresário (Individual);20/11/2019;2;NÃO INFORMADO;Serviço;2020;16800.00
SANDRELI CORREA;LIMEIRA;SP;Empresário (Individual);04/10/2016;5;NÃO INFORMADO;Serviço;2019;3411.00
SANRITA COMERCIO E SERVICOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;28/05/2008;13;NÃO INFORMADO;Material;2018;12495.28
SANTIAGO & CINTRA CONSULTORIA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;05/02/2007;14;DEMAIS;Serviço;2020;962296.18
SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;21/08/2012;9;DEMAIS;Serviço;2020;13800.00
SAVICKI & SCHNEIDER LTDA;HORIZONTINA;RS;Sociedade Empresária Limitada;15/05/2001;20;EMPRESA DE PEQUENO PORTE;Serviço;2020;11200.00
SBM COMERCIO E SERVICOS EM TELECOMUNICACOES E INFORMATICA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05/07/2011;10;NÃO INFORMADO;Material;2019;976359.63
PRINTEC TECNOLOGIA DA IMPRESSA0 LTDA;VARGINHA;MG;Sociedade Empresária Limitada;09/02/2004;17;EMPRESA DE PEQUENO PORTE;Serviço;2020;896311.71
PRINTER DO BRASIL TECNOLOGIA DA INFORMACAO LTDA;CURITIBA;PR;Sociedade Empresária Limitada;28/02/2002;19;EMPRESA DE PEQUENO PORTE;Serviço;2018;98132.76
PRINTER DO BRASIL TECNOLOGIA DA INFORMACAO LTDA;CURITIBA;PR;Sociedade Empresária Limitada;28/02/2002;19;EMPRESA DE PEQUENO PORTE;Serviço;2019;172180.27
PRIS SOFTWARE LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;05/04/2011;10;NÃO INFORMADO;Serviço;2019;18580.00
PRISMA DISTRIBUIDORA DE PAPEIS LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;24/06/2004;17;EMPRESA DE PEQUENO PORTE;Material;2018;18287.40
PRISMA DISTRIBUIDORA DE PAPEIS LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;24/06/2004;17;EMPRESA DE PEQUENO PORTE;Material;2019;548.50
PRO DEAL PLANEJAMENTO E GESTAO DE NEGOCIOS SS LTDA;SÃO PAULO;SP;Sociedade Simples Limitada;24/02/2000;21;NÃO INFORMADO;Serviço;2018;401239.11
PRO DEAL PLANEJAMENTO E GESTAO DE NEGOCIOS SS LTDA;SÃO PAULO;SP;Sociedade Simples Limitada;24/02/2000;21;NÃO INFORMADO;Serviço;2019;125623.00
PRO DISK DISTRIBUIDORA EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/04/2002;19;DEMAIS;Material;2018;3540.00
PRO-COPIA TECNOLOGIA EM IMPRESSOES EIRELI;LAGES;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/09/2007;14;EMPRESA DE PEQUENO PORTE;Material;2018;6706.00
PRO-COPIA TECNOLOGIA EM IMPRESSOES EIRELI;LAGES;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/09/2007;14;EMPRESA DE PEQUENO PORTE;Serviço;2020;51355.92
PROCERGS - CENTRO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO DO ESTADO DO RIO GRANDE DO SUL S.A.;PORTO ALEGRE;RS;Sociedade de Economia Mista;08/01/1973;48;DEMAIS;Serviço;2020;20794.34
PRODIRE TECNOLOGIA EM SISTEMAS LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;21/03/2000;21;EMPRESA DE PEQUENO PORTE;Serviço;2020;307516.25
PROJET COMERCIO DE CARTUCHOS LTDA;UBERABA;MG;Sociedade Empresária Limitada;14/02/2011;10;NÃO INFORMADO;Material;2019;1280.00
PROJETAR TECNOLOGIA DA INFORMACAO EIRELI;FLORIANÓPOLIS;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/04/2012;9;EMPRESA DE PEQUENO PORTE;Serviço;2020;22800.00
PROJETARE SOLUCOES EM REDES LTDA;CURITIBA;PR;Sociedade Empresária Limitada;14/10/2002;19;EMPRESA DE PEQUENO PORTE;Material;2020;251.85
PROJURIS SISTEMAS LTDA;JOINVILLE;SC;Sociedade Empresária Limitada;12/08/2009;12;DEMAIS;Serviço;2020;13212.00
PROMEDICAL EQUIPAMENTOS MEDICOS LTDA;JUIZ DE FORA;MG;Sociedade Empresária Limitada;12/05/2009;12;DEMAIS;Material;2018;1530.68
PROMEDICAL EQUIPAMENTOS MEDICOS LTDA;JUIZ DE FORA;MG;Sociedade Empresária Limitada;12/05/2009;12;DEMAIS;Material;2019;6493.00
PRONET TECNOLOGIA E ENGENHARIA LTDA;RECIFE;PE;Sociedade Empresária Limitada;04/11/1991;30;DEMAIS;Serviço;2018;159013.68
PRONET TECNOLOGIA E ENGENHARIA LTDA;RECIFE;PE;Sociedade Empresária Limitada;04/11/1991;30;DEMAIS;Serviço;2019;45822.28
PRONOVA CERTIFICADORA DIGITAL LTDA;PETRÓPOLIS;RJ;Sociedade Empresária Limitada;23/12/2002;19;NÃO INFORMADO;Serviço;2019;11294.00
PROSERVER TELECOMUNICACOES LTDA;SANTO CRISTO;RS;Sociedade Empresária Limitada;20/10/2006;15;DEMAIS;Serviço;2019;2120.02
PROSUDESTE SUPRIMENTOS DE INFORMATICA LTDA;CARIACICA;ES;Sociedade Empresária Limitada;08/04/2014;7;NÃO INFORMADO;Material;2020;70088.02
PROVECOM TELECOMUNICACOES LTDA;TUCURUÍ;PA;Sociedade Empresária Limitada;08/03/2005;16;EMPRESA DE PEQUENO PORTE;Serviço;2018;31680.00
PROVER PRODUTOS E SERVICOS;RIO DE JANEIRO;RJ;Sociedade Simples Pura;29/04/2011;10;EMPRESA DE PEQUENO PORTE;Material;2019;1070.00
PROXION SOLUCOES COMERCIO E SERVICOS LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;02/07/2002;19;EMPRESA DE PEQUENO PORTE;Material;2020;39280.00
PTLS SERVICOS DE TECNOLOGIA E ASSESSORIA TECNICA LTDA;BARUERI;SP;Sociedade Empresária Limitada;21/03/2011;10;DEMAIS;Serviço;2018;60001.60
PTLS SERVICOS DE TECNOLOGIA E ASSESSORIA TECNICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;05/11/2007;14;DEMAIS;Serviço;2020;205991.50
PUBLITEK TECNOLOGIA EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);28/06/2017;4;NÃO INFORMADO;Material;2018;28630.00
PUHL INFORMATICA LTDA;PALMITOS;SC;Sociedade Empresária Limitada;12/09/2008;13;EMPRESA DE PEQUENO PORTE;Material;2020;222143.09
PURPLE SECURITY MASTER LTDA;MARICÁ;RJ;Sociedade Empresária Limitada;24/11/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2018;2798876.99
PURPLE SECURITY MASTER LTDA;MARICÁ;RJ;Sociedade Empresária Limitada;24/11/1999;22;EMPRESA DE PEQUENO PORTE;Serviço;2019;1695113.85
QUALITEK TECNOLOGIA LTDA;NATAL;RN;Sociedade Empresária Limitada;18/07/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;13775.00
QUALITY ATACADO EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);15/06/2012;9;EMPRESA DE PEQUENO PORTE;Material;2018;677346.21
QUALITY ATACADO EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);15/06/2012;9;EMPRESA DE PEQUENO PORTE;Material;2019;207528.81
QUALITY INK LASER SUPRIMENTOS PARA INFORMATICA LTDA;MARINGÁ;PR;Sociedade Empresária Limitada;23/07/2010;11;NÃO INFORMADO;Material;2019;48638.13
QUALITY SOFTWARE S/A;RIO DE JANEIRO;RJ;Sociedade Anônima Fechada;06/09/1989;32;DEMAIS;Serviço;2019;182546.72
QUALITY TECNOLOGIA E INFORMATICA EIRELI;CUIABÁ;MT;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);15/05/2000;21;EMPRESA DE PEQUENO PORTE;Serviço;2018;5423.95
QUALITY TECNOLOGIA E INFORMATICA EIRELI;CUIABÁ;MT;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);15/05/2000;21;EMPRESA DE PEQUENO PORTE;Serviço;2019;0.00
QUALYCOPY COMERCIO E SERVICOS LTDA;SALVADOR;BA;Sociedade Empresária Limitada;23/11/1998;23;DEMAIS;Serviço;2018;221429.46
QUALYCOPY COMERCIO E SERVICOS LTDA;SALVADOR;BA;Sociedade Empresária Limitada;23/11/1998;23;DEMAIS;Serviço;2019;816683.80
QUANTUM13 SOLUCOES EM TECNOLOGIA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;10/04/2018;3;DEMAIS;Material;2020;833100.00
S P DATA SERVICO DE PROCESSAMENTO DE DADOS LIMITADA;CONTAGEM;MG;Sociedade Empresária Limitada;26/07/1988;33;DEMAIS;Serviço;2020;71367.84
S X DE LIMA INFORMATICA EIRELI;RONDONÓPOLIS;MT;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/01/2017;4;NÃO INFORMADO;Material;2019;4236.25
S. SCHNEIDER EIRELI;FELIZ;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);11/09/2017;4;EMPRESA DE PEQUENO PORTE;Material;2020;108.00
S.M GUIMARAES DISTRIBUIDORA IMPORTADORA E EXPORTADORA LTDA;RIO DAS OSTRAS;RJ;Sociedade Empresária Limitada;17/01/2017;4;DEMAIS;Material;2018;30022.62
S.M GUIMARAES DISTRIBUIDORA IMPORTADORA E EXPORTADORA LTDA;RIO DAS OSTRAS;RJ;Sociedade Empresária Limitada;17/01/2017;4;DEMAIS;Material;2019;38597.88
S.O.S SOLUCOES EM TECNOLOGIA LTDA;BLUMENAU;SC;Sociedade Empresária Limitada;06/11/2008;13;NÃO INFORMADO;Serviço;2020;3920.00
S.S.A - COMERCIO E ASSISTENCIA TECNICA LTDA;LAGES;SC;Sociedade Empresária Limitada;07/04/2003;18;NÃO INFORMADO;Material;2018;3263.57
S.S.A - COMERCIO E ASSISTENCIA TECNICA LTDA;LAGES;SC;Sociedade Empresária Limitada;07/04/2003;18;NÃO INFORMADO;Material;2019;55958.19
S.S.A - COMERCIO E ASSISTENCIA TECNICA LTDA;LAGES;SC;Sociedade Empresária Limitada;07/04/2003;18;NÃO INFORMADO;Serviço;2018;3900.00
S.V.C. TEC INFORMATICA LTDA;RIBEIRÃO PRETO;SP;Sociedade Empresária Limitada;23/09/2005;16;NÃO INFORMADO;Serviço;2020;8547.00
S4TI - SOLUCOES EM TECNOLOGIA EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/02/2016;5;NÃO INFORMADO;Material;2019;17050.00
SA & SO PAPELARIA E INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;19/08/2010;11;NÃO INFORMADO;Material;2018;41227.00
SA & SO PAPELARIA E INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;19/08/2010;11;NÃO INFORMADO;Material;2019;20938.00
SA & SO PAPELARIA E INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;19/08/2010;11;NÃO INFORMADO;Serviço;2018;18470.00
SA & SO PAPELARIA E INFORMATICA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;19/08/2010;11;NÃO INFORMADO;Serviço;2019;17670.00
SA UGULINO TELECOMUNICACOES LTDA;RIO DE JANEIRO;RJ;Sociedade Simples Limitada;22/07/2013;8;NÃO INFORMADO;Serviço;2019;2000.00
SAFE ELETRONICA E CONSTRUCOES LTDA;JABOATÃO DOS GUARARAPES;PE;Sociedade Empresária Limitada;19/03/2001;20;EMPRESA DE PEQUENO PORTE;Material;2020;432.00
SAFETOPAY INTERMEDIACAO DE NEGOCIOS LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;26/07/2018;3;DEMAIS;Serviço;2020;1865.00
SAIPHER ATC LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;29/05/1995;26;DEMAIS;Serviço;2020;34927875.94
SAMSUNG SDS LATIN AMERICA SOLUCOES EM TECNOLOGIA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;11/03/2004;17;DEMAIS;Material;2020;95823.00
SANIGRAN LTDA;ALMIRANTE TAMANDARÉ;PR;Sociedade Empresária Limitada;23/02/2012;9;EMPRESA DE PEQUENO PORTE;Material;2018;12095.83
SANIGRAN LTDA;ALMIRANTE TAMANDARÉ;PR;Sociedade Empresária Limitada;23/02/2012;9;EMPRESA DE PEQUENO PORTE;Material;2019;16294.27
SANTA MARIA COMERCIO DE BRINQUEDOS E MATERIAIS ESCOLARES EIRELI;BRASÍLIA;DF;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);27/05/2002;19;NÃO INFORMADO;Material;2018;11190.27
SANTIAGONET PROVEDORIA DE ACESSO LTDA;SANTIAGO;RS;Sociedade Empresária Limitada;01/12/1998;23;EMPRESA DE PEQUENO PORTE;Serviço;2020;12642.30
SANTOS & SANTOS LTDA;CURITIBA;PR;Sociedade Empresária Limitada;20/12/2006;15;NÃO INFORMADO;Material;2018;1306.00
SANTOS E BERTELONI LTDA;ALTAMIRA;PA;Sociedade Empresária Limitada;10/02/2010;11;EMPRESA DE PEQUENO PORTE;Material;2019;970.42
SAS INSTITUTE BRASIL LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;22/03/1996;25;DEMAIS;Serviço;2019;30382.37
SAV SISTEMAS DE IMPRESSAO E COPIADORAS LTDA;FREDERICO WESTPHALEN;RS;Sociedade Empresária Limitada;24/07/2003;18;EMPRESA DE PEQUENO PORTE;Material;2018;24850.00
SCANINFO SOLUCOES EM TECNOLOGIA EIRELI;LAURO DE FREITAS;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);30/05/2019;2;NÃO INFORMADO;Material;2020;242392.23
SCANSOURCE BRASIL DISTRIBUIDORA DE TECNOLOGIAS LTDA;ITAJAÍ;SC;Sociedade Empresária Limitada;16/07/2015;6;DEMAIS;Material;2019;276651.00
SCJ INFO COMERCIO E SERVICOS DE INFORMATICA LTDA;MONTES CLAROS;MG;Sociedade Empresária Limitada;05/07/2004;17;NÃO INFORMADO;Serviço;2020;2519.10
SCYTL SOLUCOES DE SEGURANCA E VOTO ELETRONICO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;27/01/2003;18;DEMAIS;Serviço;2020;18832.87
SEA TECNOLOGIA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;18/06/2003;18;DEMAIS;Serviço;2018;6526975.16
SEABRA INFORMATICA LTDA;SEABRA;BA;Sociedade Empresária Limitada;18/12/2006;15;NÃO INFORMADO;Serviço;2018;1279.20
SEASON SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA;SÃO JOSÉ DOS CAMPOS;SP;Sociedade Empresária Limitada;12/12/2001;20;EMPRESA DE PEQUENO PORTE;Serviço;2020;7800.00
SEC POWER COMERCIAL, IMPORTADORA E EXPORTADORA LTDA;DIADEMA;SP;Sociedade Empresária Limitada;23/06/1997;24;DEMAIS;Material;2020;5934.00
SECULU'S INFORMATICA LTDA;PELOTAS;RS;Sociedade Empresária Limitada;19/05/2000;21;NÃO INFORMADO;Serviço;2020;1980.00
SECUREWAY TECNOLOGIA DA INFORMACAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;05/10/2010;11;DEMAIS;Serviço;2018;12493.88
SECUREWAY TECNOLOGIA DA INFORMACAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;05/10/2010;11;DEMAIS;Serviço;2019;12390.99
SECURISOFT DO BRASIL - EIRELI;BARUERI;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05/12/2005;16;DEMAIS;Serviço;2020;17003.00
SEEQUENT BRAZIL TECNOLOGIA LIMITADA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;08/01/2014;7;DEMAIS;Serviço;2020;232146.78
SEGMENTO DIGITAL COMERCIO LTDA;NOVA LIMA;MG;Sociedade Empresária Limitada;13/03/2003;18;DEMAIS;Material;2018;2500.00
SEGRETO COMERCIO E SERVICOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/03/2019;2;NÃO INFORMADO;Material;2020;0.00
SEGURIDADE INTEGRADA COMERCIO E SERVICOS LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;14/04/2015;6;NÃO INFORMADO;Material;2018;1175.99
PROFESSIONAL CONSULTORES ASSOCIADOS LTDA;RIO DE JANEIRO;RJ;Sociedade Simples Limitada;14/10/1992;29;NÃO INFORMADO;Serviço;2019;225014.92
PROFISSA DISTRIBUIDORA EIRELI;FORTALEZA;CE;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/05/2014;7;NÃO INFORMADO;Material;2019;38687.19
PROGNUM INFORMATICA S A;NITERÓI;RJ;Sociedade Anônima Fechada;16/05/1990;31;DEMAIS;Serviço;2020;163090.56
PROJESOM PROJETOS E INSTALACOES DE SOM LTDA;BRUMADINHO;MG;Sociedade Empresária Limitada;21/06/1977;44;EMPRESA DE PEQUENO PORTE;Material;2018;8381.26
PROQUEST LATIN AMERICA SERVICOS E PRODUTOS PARA ACESSO A INFORMACAO LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;03/07/2003;18;DEMAIS;Serviço;2020;274119.66
PROSERVER TELECOMUNICACOES LTDA;SANTO CRISTO;RS;Sociedade Empresária Limitada;20/10/2006;15;DEMAIS;Serviço;2020;18733.41
PROUPS SOLUCOES EM ENERGIA LTDA;BLUMENAU;SC;Sociedade Empresária Limitada;29/06/2009;12;EMPRESA DE PEQUENO PORTE;Material;2018;4684.50
PROVEDOR CRNET TELECOM SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA;CABO DE SANTO AGOSTINHO;PE;Sociedade Empresária Limitada;14/01/2015;6;NÃO INFORMADO;Serviço;2019;1000.00
PROVER COMERCIO E REPRESENTACAO EIRELI;CARIACICA;ES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/03/2018;3;NÃO INFORMADO;Material;2019;2762.70
PROVER PRODUTOS E SERVICOS;RIO DE JANEIRO;RJ;Sociedade Simples Pura;29/04/2011;10;EMPRESA DE PEQUENO PORTE;Material;2020;16560.00
PRYSCILA BASTOS ROCHA CUNHA 05450953607;BELO HORIZONTE;MG;Empresário (Individual);26/03/2015;6;NÃO INFORMADO;Serviço;2020;4414.00
PSE LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;12/07/1973;48;DEMAIS;Serviço;2018;17070.00
PUBLIC SHOP ELETRO ELETRONICOS EIRELI;BOTUCATU;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);29/07/2019;2;NÃO INFORMADO;Material;2020;205822.35
PWM SISTEMAS DE ENERGIA E INFORMATICA LTDA;FLORIANÓPOLIS;SC;Sociedade Empresária Limitada;11/11/2010;11;EMPRESA DE PEQUENO PORTE;Serviço;2019;1345.00
QAPLA COMERCIO E SERVICOS DE INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;25/06/2002;19;NÃO INFORMADO;Serviço;2019;13675.00
